id,review,Usa,Sup,Dep,Per
961,"I used to love my Fitbit. Now Im on my second one in less than two years charging port busted on the first one, band is falling apart on the second one and this new app update is absolutely horrible and has been for several months. It takes numerous tries to sync now. Im seriously considering switching to a knock off. Maybe one of them would be decent quality.    ",1,1,0,0
962,"I love the fitbit app and ive been using in for almost 2 years now but recently it will not let me open the app. The first time I tried, it said it was cleaning things up for me as it does occasionally but then it crashed soon after. I havent been able to get on the app in 2 or 3 days. Please fix this issue    ",1,0,1,0
963,I would like a new watch update to face and the ability to input a activity alarm like the other Fitbit watches have     ,0,1,0,0
964,"A couple weeks ago, my device stopped tracking my nightly sleep after doing the same thing with it the last 10 months      ",1,0,1,0
965,Bought this primarily to monitor my daily sleeping patterns.  Time to go back to a more stylish watch      ,0,0,0,0
966,Since installing the new update I have not been able to open the app.    ,1,1,0,0
967,I loved the previous version of this app and used it every day. Now its absolutely worthless to me. It isnt anything like it was. Looking for another app that will let me log food.     ,1,0,0,0
968,"I run the same routes every week. I run a 1.5 mile timed run and a 3 mile runjog. Over the last 3 months I end up in a different spot every time I run 3.0 miles. I know this because I stop running when my Fitbit says 3 miles. Now for the part that infuriates me I time my 1.5 mile and know exactly where the stopping point is at 1.5. For the last 3 months, the Fitbit went from 1.5 to 1.21 to 1.13 all in the same stopping spot. Can you please help me out. Thanks    ",1,0,1,0
969,If you search in the Fitbit message boards you can see that so many people had their Fitbit Blazes messed up because this most recent update. Ive had my Blaze for a year and a half now and its always worked great with great battery life. This most recent update a few days ago completely screwed me over. Now my battery charge wont even last a full 24 hours. When I contacted customer service they basically told me Im SOL and gave me a 25 off discount code for a new fit bit. They need to figure out a way to fix this problem because Im definitely not buying another product from them if they dont.. and I love my Blaze.    ,1,1,0,0
970,Fitbit HR charge  new. keeps logging out by itself since the latest update. Also not syncing automatically as Ive set it to. Ive turned off Bluetooth several times on phone and made sure settings are correct. Very frustrating. I have the app set up at home as well and Ive already had techsupport help me but it didnt last. Disappointed to get into the app on my iPhone 7 only to find out I have to login yet again.    ,1,1,0,0
971,The app will not open at all it crashes. I have latest iOS    ,0,0,1,0
972,"Since update, my Fitbit wont sync with the app. Says its synced but no steps are recorded. Also last day steps are wrong.    ",1,1,1,0
973,"After the last update, I have not been able to use the app. It always crashes.    ",1,1,1,0
974,"Ive been using the Fitbit app for years now until yesterday at 239 when the app crashed and stopped working. Now I cant log in in the app but only from the website. That means I can no longer sync now workouts, compete with friends, or monitor my fitness. Now having the Fitbit blaze fur was watch is a complete waste if money.    ",1,0,0,0
975,"Not sure if this has been reported already or not, but every time this app updates now, I lose my login credentials and have to login again. Ive had to re enter my credentials at least 4 times in the last week, and if you guys havent updated 4 times then its probably another logout issue, point is the app isnt keeping me signed in and its kinda annoying    ",1,1,0,0
976,"I love the Fitbit app, it helps me a lot, but when I want to add another Fitbit or do anything it lags my entire phone, and I never get to do what u was trying to do    ",1,0,0,1
977,Last update ruined it. Will immediately crash with any internet connection. When offline it stops on a blank white screen.    ,1,1,1,0
978,"App is great when it works. For about the past month its been unreliable and crashes for no apparent reason anytime day or night while using. Unpredictable since youll be going along fine using the app then it will just crash and close itself out for no apparent reason. If Fitbit would finally address and fix this problem, then Id give the app a 5 star rating.    ",1,0,1,0
979,"Experiencing recently in last month several times where login and password are being dropped from my iPhone. Ive been using Fitbit for over four years and never had this problem. Followed customer supports instructions to update through settings, then one week later today had to reenter my login and password. Dont know if coincidence, there was an app update on my iPhone today too, perhaps that removed my login and password.    ",1,0,0,0
980,Why is there a game on my Fitbit now Isn't the point to be active and not sitting there playing games Or am I missing something     ,0,0,0,0
981,"Finally getting back to using my Fitbit....loves the app when I was using it before....just redownloaded the app, connected the Fitbit flex....trying to get myself set up for the day tomorrow....and the app has crashed at least 5 times....I never had an issue crashing before....very frustrating Please fix    ",1,0,1,0
982,"I have Afib and rely on my Fitbit charge 2 for average resting heart rate info and the monthly graphs of such to show Doctor.  As of Oct. 11, the daily heart rate pattern and the resting average is logged daily but it stopped putting it on the graph.  Now I am beginning to wonder if the daily resting average is even correct as it has been 60 bpm every day since Oct 11th.  It is very unusual for the resting average to remain the same for that long.  I have called and spent a good bit of time talking to support.  It was decided that it wasn't the tracker itself, but in the app  Anyway it was turned over to someone else to study and find out problem.  Was given a case number.  Said I would be contacted by email. Haven't heard anything as of yet. I may have to find another heart rate tracker if this is not resolved.    ",1,0,1,0
983,Updated my app and now it crashes every time I try to open it.    ,1,1,1,0
984,"Another update, still the ugly stretched look on an iPad. The app is fine on the a phone, but looks terrible on an iPad. Yes, I realize in its present form it is designed for phones. Most apps these days are universal, why not Fitbit     ",1,1,0,0
